Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,2132118881552,6663845683458180236,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
240,2132118893312,-7516294552551138083,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
241,2132111945040,-2610160062096888038,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
242,2132118893200,-762089788764863009,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),2,1
243,2132118895328,-8774844301725392097,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
244,2132126144032,163066552494867222,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
245,2132037130768,5443355755981518024,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
246,2132126144368,1200744856826271148,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
247,2132111939552,-1537743345216241114,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
248,2132118883120,-309337436790131464,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
249,2132111933952,-1195723400845599989,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
250,2132111940448,-6659106792401579503,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
251,2132118889728,7006985364090436195,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
252,2132037127408,-5041494829426444797,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
253,2132037139504,1602717004433113305,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
254,2132118882000,5765306524851480543,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
255,2132037130208,-2377426184062898879,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
256,2132126138656,-4909074665645676362,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
257,2132111935856,-5372715133488662547,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
258,2132118891520,-761317311083953972,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
259,2132037134800,-8111111843435113053,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
260,2132037138496,-7699990949514934437,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
261,2132126143584,4611185953390751140,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),3,3
262,2132111943584,749741673789486966,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
263,2132111941120,-2735639873091196493,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
264,2132118891968,-8290262988003105469,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
265,2132118880320,-6399121080874844940,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
266,2132118888496,8413014606557266740,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
267,2132111938656,-5025832124354320231,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
268,2132126143024,2980211027114122971,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
269,2132037133232,-3765145705489650044,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
270,2132126139664,637917295992682893,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
271,2132037133456,4541029029139617213,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
272,2132118889392,-4870409491966601296,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
273,2132118891632,-7212522629704143643,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
274,2132111934960,-4805844163361027810,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
275,2132111943136,-3457641951288217133,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
276,2132118891184,-2305755397734479968,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
277,2132126150752,-822448342119110329,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
278,2132118885472,5872457459485101829,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
279,2132111939328,-1803844589366701722,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
280,2132111947840,-3881584995361710729,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
281,2132037128416,-7063096355683500048,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
282,2132126143472,-7173728946225190421,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
283,2132118889168,8455415191971458480,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
284,2132111938992,2961357425673140988,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
285,2132111937648,-7922426252663937665,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
286,2132126142576,56741446100062489,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
287,2132111948288,-2624577821100764185,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),2,1
288,2132037134912,6858061851310218094,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
289,2132037131216,-3859193157498262688,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
290,2132126148288,5808665784610786339,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
291,2132037128528,3998295607625791551,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
292,2132118881440,877883588290288473,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
293,2132118894656,7243813237517540467,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
294,2132118885920,-139162560219080642,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
295,2132118896000,-1457618510278156162,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
296,2132126147728,-2070357041243307250,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
297,2132111941904,-9121563194955979452,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
298,2132126140560,-3360946995052209142,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
299,2132118880656,-2044362873266629323,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
300,2132126149072,-6928645860842395458,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
301,2132118890960,-2765872948692226188,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
302,2132118885808,-4449685739478934395,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
303,2132037135360,2812083042018778992,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
304,2132126141120,-8421136770347662901,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
305,2132126139216,5104627460632863088,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
306,2132037139840,-4585214366803273827,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
307,2132111946048,-4146833020357810330,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
308,2132037130992,-54486719092952607,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
309,2132111944928,-7082534252320965391,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
310,2132126146384,-8265249682334780141,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
311,2132037135808,-5403624917127711131,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
312,2132118888160,-6329456684084426685,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
313,2132037136368,7437372343409381724,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
314,2132118882448,4862708959498236370,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
315,2132111937312,6257385170558664090,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
316,2132111938544,8882805920453790984,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
317,2132111943920,-7858508891818711319,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
318,2132118883232,119874699131526106,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
319,2132037138608,3985021295027312179,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
320,2132037128192,-8154062175268963920,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
321,2132111945152,-63548425771509281,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),2,1
322,2132111938768,-7456447908711156430,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
323,2132111943248,-7714050111025386627,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
324,2132037135248,6986278358898425672,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
325,2132111948512,2014859713462003293,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
326,2132118881216,2313822803371959407,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
327,2132118882336,1130353655690431554,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
328,2132118886592,7383737379004222924,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
329,2132111944032,6117863074033735064,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
330,2132118886704,-7687016053820883858,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
331,2132111936864,1297618363302807949,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
332,2132118881664,2996082108060101965,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
333,2132037127520,-7441952725727702610,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
334,2132118885136,6491795612004525264,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),2,2
335,2132118888720,2250627941457584086,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
336,2132037127296,-5574045939119127303,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
337,2132126141904,7667273372995968519,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
338,2132111938096,1597727301676607803,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
339,2132037139616,-8328735957889406442,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
340,2132126145264,9074871639825654573,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
341,2132118882672,3725250236748192143,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
342,2132118884352,4219861771290328046,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
343,2132126140448,-5140311118105341350,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
344,2132111948064,2934795508288588500,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
345,2132111945824,-4895793385196921610,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
346,2132118892640,4185874747253877605,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
347,2132126144480,6964538795364765900,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
348,2132037127632,8267968765834409110,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
349,2132118884912,8216555780851945821,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
350,2132118892416,-5400787552028393306,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),2,2
351,2132126146720,3236650306265714318,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
352,2132118883904,-5145304191902354387,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
353,2132037139952,-7389333507744299972,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
354,2132126138880,3464710855335832526,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
355,2132118893872,4089248423789462140,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
356,2132037131888,573254728116144224,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
357,2132118893760,631945404870423997,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
358,2132118884464,5226382522656065062,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
359,2132111936416,4034100373718041980,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
360,2132118885248,8758731522812535015,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
361,2132118890624,-3911298738963625823,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
362,2132111937424,2349904023535183884,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
363,2132118893984,-149242422935349485,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
364,2132118892752,3542880707187071046,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),2,1
365,2132037131664,-3473722006087017473,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
366,2132111935184,-8204816349322574006,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
367,2132111938880,2019719051931431130,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
368,2132126147952,-2608588135092871156,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
369,2132037136144,3738143302180814378,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
370,2132111942016,4895584685470061451,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
371,2132111947504,8464000258215600746,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
372,2132037137600,6366235401822471339,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
373,2132037128752,-3051558899205291508,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),2,1
374,2132118891856,9131227498471657944,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
375,2132118896448,908907585080908611,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
376,2132118882784,6442775269804437374,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
377,2132118887824,282618276343507081,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
378,2132111945712,4904956589918859927,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
379,2132037135920,978458543971444348,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
380,2132037127968,1736109042073337961,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
381,2132118893088,-388800482510072851,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
382,2132126145712,270168644996076913,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
383,2132111949184,-6278369444662543904,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),3,2
384,2132126141792,-1797458552379346291,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
385,2132126139776,-2540681448425059167,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
386,2132037137040,-642375379547557799,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
387,2132126150528,-1778278535652843173,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
388,2132118890288,-4040337217088044784,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
389,2132126147280,-8572315620404680689,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
390,2132111945600,-137700477555967950,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
391,2132111947728,6254938130543805658,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
392,2132118887488,-4838623550231009660,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
393,2132037130432,-8368084956329538681,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
394,2132111936528,-6250317741048891841,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
395,2132111941568,-5771923214851442344,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
396,2132037132784,1015763856656343657,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
397,2132111934064,5272224149627089499,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
398,2132118888608,5631031212014969674,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
399,2132111945264,1952300919457352267,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
400,2132111939104,-3555952912698093596,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
401,2132126139104,-6191767603218652583,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
402,2132111934288,4160158826606344987,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),2,2
403,2132118881328,6266245303112111530,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
404,2132111937088,2144306245076229565,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
405,2132126150864,-1191860025962262111,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
406,2132111948960,-2997602321391372475,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
407,2132037129984,-8811008226126746987,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
408,2132126149856,2719949216255584375,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
409,2132126140784,1426124723029196815,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
410,2132118890512,-2081149947722564439,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
411,2132126143808,1595091281104342288,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
412,2132037129424,-2294560240104471861,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
413,2132111934848,253139691024613105,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
414,2132111944592,4789287998901701776,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
415,2132118884240,6378611512969226099,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
416,2132118892080,-3964934537745720714,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
417,2132111947616,1369950836275647816,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
418,2132037139280,9065695868122227138,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
419,2132111940224,8887240337831702507,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
420,2132037133344,-2188720922183563494,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
421,2132118890848,7850036659137187521,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
422,2132111934512,5169263198550111033,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
423,2132126147392,3803469257095436896,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
424,2132037137264,3762296651537574452,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
425,2132037138160,9050997918756328983,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
426,2132118887712,-2079286541039073462,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
427,2132111942576,8497323639826340865,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
428,2132118892864,-243185423125283049,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
429,2132118895216,1092087391336008216,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
430,2132118890064,8114837686282033250,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
431,2132111946272,6552880647514993067,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
432,2132126142352,-4434706807448327953,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
433,2132118881888,8338142387719924656,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
434,2132111940672,2394729303666718832,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
435,2132111936304,-6812673541937559606,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
436,2132111935520,4496358089475990862,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
437,2132118894432,-3881015970339154819,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
438,2132037135024,5476941439681779189,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
439,2132126139888,-4887692197759363956,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
440,2132111934736,-5981441358975441308,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
441,2132126142240,5959021688587441867,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
442,2132037137936,-3691104805605913833,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
443,2132037135136,-3398849881783341251,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
444,2132037134688,-2811008272945525458,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
445,2132037134576,-3250683575124226465,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
446,2132037132000,4174036193631428508,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
447,2132126150976,-876917633685296607,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
448,2132118885024,283448248049635489,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
449,2132118887264,463163095323090008,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
450,2132118894208,6938683762239041253,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
451,2132118887936,-8735184851298735861,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
452,2132118890400,-7874698132228202037,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
453,2132111941792,-3745838064512575985,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
454,2132118886368,-1117564992150453192,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
455,2132111940112,-4138814500862266594,318,0,0.3106,0.0000,0.8754,1.1860,(C | LocationCrossover),0,0
456,2132111938208,6716107823884126170,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
457,2132037130096,7877411264560061183,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
458,2132111943808,5912425224011337511,318,0,0.3106,0.0000,0.8754,1.1860,(C | LocationCrossover),0,0
459,2132126141008,7241751732138866397,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
460,2132118889952,-3273065269405873372,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
461,2132126147616,-4937156533267836359,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
462,2132118889504,8881317362116954215,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
463,2132126143248,-5178530404946587178,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
464,2132111945936,-8659356609413139060,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
465,2132037127072,-8890519094085894422,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
466,2132111944256,-851290399803900590,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
467,2132118881776,3313506366886607033,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
468,2132037132448,-5443316303264179507,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
469,2132037139056,7934513380109361084,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
470,2132037136256,6339270059145438961,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
471,2132037133904,-6919525202099911717,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
472,2132118887040,-1345110854840403886,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
473,2132126142128,-3459382993195747095,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
474,2132126148960,2947877065359868867,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
475,2132111942240,3867928643893568749,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
476,2132126142016,4269643451657749014,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
477,2132126142800,-1601405382502403436,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
478,2132118884016,-1647924316574170504,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
